id,object,result_position,cid,internal_review_id,is_user_local_guide,lang,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,text,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url,input_sort_by,input_language,SourceFile
8042431,result,169,6.359161165939047e+18,ChdDSUhNMG9nS0VJQ0FnSUQycVBpNHNnRRAB,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,,a year ago,2022-05-05 02:56:03.58315+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQycVBpNHNnRRAB!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgID2qPi4sgE%7CCgwI8_zMkwYQ8PPLgwI%7C?hl=en,"Chào Phát Say, Cảm ơn bạn đã sử dụng dịch vụ của Bệnh viện Columbia Asia Bình Dương. Và Bệnh viện rất cảm ơn vì đã dành thời gian phản hồi về chất lượng dịch vụ của Bệnh viện . Chúng tôi lấy làm tiếc về sự trải nghiệm dịch vụ chưa tốt tại Bệnh viện sáng nay. Để Bệnh viện có thêm cơ hội cải thiện chất lượng dịch vụ, bạn có thể gửi thông tin phản hồi về BP Chăm sóc Khách hàng: customercare.binhduong@columbiaasia.com. Bệnh viện rất trân trọng mọi góp ý từ Khách hàng để ngày càng phục vụ tốt hơn. Trân trọng,",1,"The doctor who took the blood had such a bad attitude that he had to wait 2 hours for his turn. Known as an international hospital, the examination takes longer than a state hospital.",2,447,Phát Say,https://www.google.com/maps/contrib/113215561496142270929?hl=en,113215561496142270929,5,https://lh3.googleusercontent.com/a/ACg8ocJldlQrbAjKkbDer7YPSeliM51v1B4eUd58w1C-v5Yn6JQU8w=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:18.866854+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042432,result,170,6.359161165939047e+18,ChdDSUhNMG9nS0VJQ0FnSUNSdHBtb2tBRRAB,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,,a year ago,2023-04-01 13:59:37.565746+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSdHBtb2tBRRAB!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgICRtpmokAE%7CCgwIyfGgoQYQ0LLijQI%7C?hl=en,,5,"The hospital is very professional, with modern equipment, warm staff, and enthusiastic consulting doctors. Should come.",1,447,Phạm Hương,https://www.google.com/maps/contrib/110788549398752087878?hl=en,110788549398752087878,3,https://lh3.googleusercontent.com/a/ACg8ocIJoLCWGfHlz0NDPWFd1_c5cah5DmmEmdsBzk1svAs18VfOOA=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:19.144742+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042433,result,171,6.359161165939047e+18,ChZDSUhNMG9nS0VJQ0FnSUNSdHJuNU1nEAE,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,a year ago,2023-04-01 14:03:33.844567+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSdHJuNU1nEAE!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgICRtrn5Mg%7CCgwItfOgoQYQ2KPckgM%7C?hl=en,,5,"The receptionist at counter 3 is very impressive, I really like this receptionist's style. I hope the front desk ladies will have a professional style like this one.",2,447,Én Việt Kế Toán,https://www.google.com/maps/contrib/116939504483439738696?hl=en,116939504483439738696,1,https://lh3.googleusercontent.com/a/ACg8ocLrifIQmL1scQlYnYxnxSdJIO0F3PhDpaL13J54vVzhNrf6Mg=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:20.016637+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042434,result,172,6.359161165939047e+18,ChdDSUhNMG9nS0VJQ0FnSUNCekxUMWtBRRAB,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,a year ago,2022-12-19 02:03:07.914826+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCekxUMWtBRRAB!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgICBzLT1kAE%7CCgwI24z_nAYQkMactAM%7C?hl=en,"Chào bạn, Bệnh viện rất mong muốn được nghe phản hồi chi tiết của bạn để Bệnh viện có cơ hội chấn chỉnh nhân viên. Bạn có thể phản hồi trực tiếp với Trưởng BP CSKH hoặc phiếu phản hồi thông tin qua hòm thư góp ý (trước quầy Lễ tân) hoặc qua email của BP CSKH @customercare.binhduong@columbiaasia.com. Rất mong nhận được phản hồi của bạn. Cảm ơn bạn và rất xin lỗi vì sự trải nghiệm không tốt nào tại quầy Lễ tân. Trân trọng,",1,"Enthusiastic doctors, cheerful and friendly nurses. But the reception desk's working attitude is as bad as the rest of the world. Worth a 1-star rating.",0,447,Tran My Ha,https://www.google.com/maps/contrib/113659789312293460498?hl=en,113659789312293460498,1,https://lh3.googleusercontent.com/a/ACg8ocK1TcNkO5D1P_m7ODBBWRjfZhajpe_ge8ylTb5qPZSmDEhMXA=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:20.267985+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042435,result,173,6.359161165939047e+18,ChZDSUhNMG9nS0VJQ0FnSUM0Z2NXTFNBEAE,t,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,4 years ago,2019-06-07 10:50:43.690025+00,"https://lh5.googleusercontent.com/p/AF1QipM2etivTn4WjJHVr7Mg3UZ5TfjP7J71kR-Xsi7x, https://lh5.googleusercontent.com/p/AF1QipOsAJ0bHHA7ZXkpvlds6CStnI6OYi8xeStb3Yat, https://lh5.googleusercontent.com/p/AF1QipPSOstHugWIVQYq6yYPYHAz-GkVBibteiKF-znr",3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM0Z2NXTFNBEAE!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgIC4gcWLSA%7CCgwIg4Pp5wUQqOSDyQI%7C?hl=en,"Xin chào Tuấn Nguyễn, Cảm ơn bạn đã sử dụng dịch vụ tại Bệnh viện Columbia Asia Bình Dương và cảm ơn thông tin phản hồi của bạn. Bạn có thể đặt hẹn hoặc tư vấn thông tin hoặc phản hồi dịch vụ qua email của Bp Chăm sóc Khách hàng: customercare.binhduong@columbiaasia.com. Cảm ơn bạn.",2,"Going all the way around area A to area B, there are 2 water dispensers and no water cups. The service is poor.",0,447,Thịnh Đặng,https://www.google.com/maps/contrib/103429299411108850736?hl=en,103429299411108850736,81,https://lh3.googleusercontent.com/a-/ALV-UjUP6mMAqoMEWjif4IznlC0ti0LiAxACjonYg0k_kgot9rE6Pw-V=s120-c-rp-mo-ba4-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:20.526547+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042436,result,174,6.359161165939047e+18,ChZDSUhNMG9nS0VJQ0FnSUQya1lMbEx3EAE,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,a year ago,2022-05-17 08:34:52.963106+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQya1lMbEx3EAE!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgID2kYLlLw%7CCgsIpaGSlAYQoNTCbw%7C?hl=en,"Chào Ly Dang, Cảm ơn bạn đã sử dụng dịch vụ của Bệnh viện Columbia Asia Bình Dương và đã dành thời gian phản trải nghiệm dịch vụ tại Bệnh viện. Bệnh viện rất trân trọng những thông tin của bạn. Mọi thông tin phản hồi về dịch vụ, vui lòng gửi về email của BP Chăm sóc Khách hàng: customercare.binhduong@columbiaasia.com để Bệnh viện được tiếp nhận nhanh chóng và có cơ hội để nâng cao chất lượng dịch vụ. Trân trọng,",1,"The service is relatively good, the doctor is quite enthusiastic, the reception desk is not very friendly. The insurance procedure is quite long. Even though I go on a normal day, there are no customers, but I don't understand why I have to wait 30-45 minutes to complete the application???",1,447,Ly Đặng,https://www.google.com/maps/contrib/103992582808591880223?hl=en,103992582808591880223,4,https://lh3.googleusercontent.com/a/ACg8ocK2fPoBY7mwvBHAGTne4kgis2c0C50U31Q9G8ebJAWOvjBM0Q=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:20.817224+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042437,result,175,6.359161165939047e+18,ChZDSUhNMG9nS0VJQ0FnSUQtMXBXb1dBEAE,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,a year ago,2022-11-29 08:31:51.438999+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtMXBXb1dBEAE!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgID-1pWoWA%7CCgsItYeXnAYQgP2pHA%7C?hl=en,"Chào chị Đào, Cảm ơn Chị đã tin tưởng sử dụng dịch vụ của Bệnh viện Columbia Asia Bình Dương thời gian qua và có đánh giá về Chất lượng dịch vụ của Bệnh viện. Và cũng rất xin lỗi Chị về sự trải nghiêm chưa tốt trong lần khám ngày 26/11 vừa rồi. Bệnh viện xin ghi nhận thông tin phản hồi của Chị và chuyển đến các BP có liên quan. Nếu Chị cần hỗ trợ về Hóa đơn điện tử, vui lòng gửi yêu cầu đến email của BP CSKH: customercare.binhduong@columbiaasia.com. Trân trọng,",1,"I often go to Columbia Hospital, but lately I'm quite dissatisfied with the slow service quality. The medical examination is not very crowded. I made an appointment at 10:00 a.m. to be there at 9:30 a.m. to do the registration procedure. I'll be there at 9:35 a.m. Done, waited until nearly 11am to be examined, then returned home the next day and called to ask for the invoice to be sent via email to report from 9am to afternoon still had not received the invoice, calling for 3 hours but still unable to resolve the disappointment...sigh",0,447,ngocdao dothi,https://www.google.com/maps/contrib/104040974395474582294?hl=en,104040974395474582294,2,https://lh3.googleusercontent.com/a-/ALV-UjVQl1BnUVDgGSTtElWxsU7SajAjrFkL-pvflaty5CQQPMjXVV4=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:21.111657+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042438,result,176,6.359161165939047e+18,ChZDSUhNMG9nS0VJQ0FnSUQtNjluNFdREAE,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,a year ago,2022-12-10 02:57:39.10198+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtNjluNFdREAE!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgID-69n4WQ%7CCgwI4-vPnAYQgJf7hgI%7C?hl=en,"Chào anh Sang Nguyễn, Cảm ơn Anh đã sử dụng dịch vụ của Bệnh viện Columbia Asia Bình Dương và có sự đánh giá rất chi tiết. Mọi hỗ trợ về thông tin dịch vụ, Anh có thể liên hệ qua tổng đài 02743819933 hoặc email của BP CSKH: customercare.binhduong@columbiaasia.com. Trân trọng,",5,Bv. Clean and beautiful 5/5 Protect . Guide to good car parking 4.7/5 The attitude of the reception desk at the door is not very good. 2/5 Good application counter 4.5/5 Good cashier counter 4.6/5 Doctor Hai. Fun . enthusiasm. 5.5/5 always She continues to mourn 3. Cheerful and enthusiastic. 5.5/5.,2,447,Sang Nguyễn,https://www.google.com/maps/contrib/107846580270670813334?hl=en,107846580270670813334,7,https://lh3.googleusercontent.com/a-/ALV-UjWqpSO2mWaCvf2sMQy8izfT80R-MQfkeYHi8_NZAXmyX6JGliw=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:21.399758+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042439,result,177,6.359161165939047e+18,ChdDSUhNMG9nS0VJQ0FnSURxLWJXLXR3RRAB,t,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,2 years ago,2021-07-14 00:47:32.201453+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxLWJXLXR3RRAB!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgIDq-bW-twE%7CCgsIpOi4hwYQyNuHYA%7C?hl=en,,1,"The hospital is bureaucratic and irresponsible. During the epidemic, I wanted to take a relative to the hospital for medical examination. When I got to the hospital that day, the hospital did not accept tests but directed me to hospitals like A, B, C... I took my relative. went to one of those hospitals for testing, and the results were negative. The next day, I learned from my experience and did not come directly, but instead called to ask about the situation first. The phone staff replied that the hospital only accepts test results from reputable hospitals such as X, Y, Z... or higher and your relative's test results are not recognized and cannot be examined there. If that's the case, why didn't they direct me to go straight to those hospitals in the first place, instead of directing me to another place, only to end up like that? During the stressful epidemic season, I clearly understand the principles of epidemic prevention and are always ready to comply with all measures outlined by the hospital. However, the problem I just experienced really made me extremely disappointed in the hospital's behavior. A hospital with the name International but does not have a permanent Covid 19 testing department, doing business like people saying one thing, others saying another, then giving up!",10,447,Tony D La,https://www.google.com/maps/contrib/110105697419591217293?hl=en,110105697419591217293,156,https://lh3.googleusercontent.com/a-/ALV-UjUSd3Ia6FKT0ATRZkrnLtTeOczBcfG7yQnJ9uxoFGYa3-ijMUnR=s120-c-rp-mo-ba8-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:21.667996+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042440,result,178,6.359161165939047e+18,ChdDSUhNMG9nS0VJQ0FnSUN1XzhyaDR3RRAB,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,a year ago,2022-08-10 08:48:44.5047+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1XzhyaDR3RRAB!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgICu_8rh4wE%7CCgwI7OHNlwYQ4LjU8AE%7C?hl=en,"Chào Tuantung Nguyen, Cảm ơn bạn đã sử dụng dịch vụ tại Bệnh viện Columbia Asia Bình Dương. Và thành thật xin lỗi bạn vì sự trải nghiệm dịch vụ chưa tốt tại Bệnh viện. Mọi thắc mắc và phản hồi về dịch vụ, vui lòng phản hồi qua hotline 0328909933 hoặc hộp thư cùa BP Chăm sóc Khách hàng - customercare.binhduong@columbiaasia.com. Trân trọng,",1,"The examination process is very slow. Protect all 4 or 5 people at the gate but no one guides guests to park, the staff's attitude is not worthy of international standards.",1,447,Tuantung Nguyen,https://www.google.com/maps/contrib/117739065067027990355?hl=en,117739065067027990355,29,https://lh3.googleusercontent.com/a-/ALV-UjWC-dBbfcN1JK_1yA9__Xs67cQtsMG6GryCafKZG05YK9icSns=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:21.947516+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042441,result,179,6.359161165939047e+18,ChZDSUhNMG9nS0VJQ0FnSUNHaWNEVUVnEAE,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,2 years ago,2021-11-02 00:21:35.806377+00,https://lh5.googleusercontent.com/p/AF1QipPqdS9REvycmej8izhkldiqv8Tcm4JJqxdpZDLf,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHaWNEVUVnEAE!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgICGicDUEg%7CCgwIj4mCjAYQqKzBgAM%7C?hl=en,"Chào DH Phi Phai, Cảm ơn bạn đã sử dụng dịch vụ của Bệnh viện Columbia Asia Bình Dương và rất xin lỗi vì sự trải nghiệm dịch vụ chưa tốt tại Bệnh viện. Bệnh viện xin ghi nhận phản hồi của bạn và chuyển thông tin đến Trưởng bộ phận phụ trách để cải thiện dịch vụ. Mọi thắc mắc hoặc phản hồi về chất lượng dịch vụ, vui lòng gọi đến số 02473819933 hoặc email:customercare.binhduong@columbiaasia.com. Trân trọng,",1,"The medical staff at the outside door were very bossy, asking for all kinds of things to let them in",4,447,DH Phi Phai,https://www.google.com/maps/contrib/109554143827429684418?hl=en,109554143827429684418,1,https://lh3.googleusercontent.com/a-/ALV-UjWKFjcDibQpvp6tj3W9uJB6Xx0-OvK9BlaxOJ46Svpy7fugSsfg=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:22.230875+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
8042442,result,180,6.359161165939047e+18,ChdDSUhNMG9nS0VJQ0FnSURTOWZYRzhRRRAB,f,vi,Google,ChIJ97J1xEXXdDER2XtBXWNHQFg,Columbia Asia Hospital - Binh Duong,3 years ago,2021-01-04 09:30:54.040215+00,,3.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTOWZYRzhRRRAB!2m1!1s0x0:0x584047635d417bd9!3m1!1s2@1:CIHM0ogKEICAgIDS9fXG8QE%7CCgwI_NDL_wUQuMDe4QI%7C?hl=en,,1,"I'm frustrated when I work here, I don't understand what kind of examination would give me 10 days of medicine, and then get paid up to 1 million. Luckily I have insurance. Waiting for a long time to get examined. Employees are not happy at work. I spent money to go to the doctor, not to ask for help. Hospitals that do business unethically",4,447,Lân Nguyễn Minh,https://www.google.com/maps/contrib/103553040208112215679?hl=en,103553040208112215679,16,https://lh3.googleusercontent.com/a-/ALV-UjX1VvIvIzMDjon2-4TjEbdNuE7xYvgiQc7zR0cLRnRRPPSn0Vlq3g=s120-c-rp-mo-br100,,0x0:0x584047635d417bd9,2024-05-03 10:15:22.514616+00,"https://www.google.com/maps/place/Columbia+Asia+Hospital+-+Binh+Duong/@10.9511489,106.563038,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d745c475b2f7:0x584047635d417bd9!8m2!3d10.9511489!4d106.7072336!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEQcHJpdmF0ZV9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWNFOWhXRFIzUlJBQuABAA!16s%2Fg%2F1hf07f4yc?entry=ttu",most_relevant,English (United States),Google Maps Reviews Columbia
